id_state,state,id_municipality,municipality,id_parish,parish
710,Amazonas,7,Alto Orinoco,21,Alto Orinoco
710,Amazonas,7,Alto Orinoco,22,Huachamacare Acanaña
710,Amazonas,7,Alto Orinoco,23,Marawaka Toky Shamanaña
710,Amazonas,7,Alto Orinoco,24,Mavaka Mavaka
710,Amazonas,7,Alto Orinoco,25,Sierra Parima Primabé
710,Amazonas,1,Autónomo Atabapo,2,Caname
710,Amazonas,1,Autónomo Atabapo,3,Ucata Laja Lisa
710,Amazonas,1,Autónomo Atabapo,1,Yapacana
710,Amazonas,2,Autónomo Atures,4,Fernando Girón Tovar
710,Amazonas,2,Autónomo Atures,5,Luis Alberto Gómez
710,Amazonas,2,Autónomo Atures,6,Parhueña
710,Amazonas,2,Autónomo Atures,7,Platanillal
710,Amazonas,3,Autónomo Autana,11,Guayapo
710,Amazonas,3,Autónomo Autana,10,Munduapo
710,Amazonas,3,Autónomo Autana,8,Samariapo
710,Amazonas,3,Autónomo Autana,9,Sipapo
710,Amazonas,5,Autónomo Manapiare,14,Alto Ventuari
710,Amazonas,5,Autónomo Manapiare,16,Bajo Ventuari
710,Amazonas,5,Autónomo Manapiare,15,Medio Ventuari
710,Amazonas,4,Autónomo Maroa,13,Comunidad
710,Amazonas,4,Autónomo Maroa,12,Victorino
710,Amazonas,6,Autónomo Río Negro,19,Casiquiare
710,Amazonas,6,Autónomo Río Negro,20,Cocuy
710,Amazonas,6,Autónomo Río Negro,17,San Carlos De Río Negro
710,Amazonas,6,Autónomo Río Negro,18,Solano
711,Anzoátegui,8,Anaco,26,Anaco
711,Anzoátegui,8,Anaco,27,San Joaquín
711,Anzoátegui,9,Aragua,28,Aragua De Barcelona
711,Anzoátegui,9,Aragua,29,Cachipo
711,Anzoátegui,28,Diego Bautista Urbaneja,83,El Morro
711,Anzoátegui,28,Diego Bautista Urbaneja,82,Lecherías
711,Anzoátegui,10,Fernando De Peñalver,30,Puerto Píritu
711,Anzoátegui,10,Fernando De Peñalver,31,San Miguel
711,Anzoátegui,10,Fernando De Peñalver,32,Sucre
711,Anzoátegui,12,Francisco De Miranda,36,Atapirire
711,Anzoátegui,12,Francisco De Miranda,37,Boca Del Pao
711,Anzoátegui,12,Francisco De Miranda,38,El Pao
711,Anzoátegui,12,Francisco De Miranda,35,Pariaguán
711,Anzoátegui,11,Francisco Del Carmen Carvajal,34,Santa Bárbara
711,Anzoátegui,11,Francisco Del Carmen Carvajal,33,Valle De Guanape
711,Anzoátegui,13,Guanta,40,Chorrerón
711,Anzoátegui,13,Guanta,39,Guanta
711,Anzoátegui,14,Independencia,42,Mamo
711,Anzoátegui,14,Independencia,41,Soledad
711,Anzoátegui,17,José Gregorio Monagas,47,Mapire
711,Anzoátegui,17,José Gregorio Monagas,48,Piar
711,Anzoátegui,17,José Gregorio Monagas,49,San Diego De Cabrutica
711,Anzoátegui,17,José Gregorio Monagas,50,Santa Clara
711,Anzoátegui,17,José Gregorio Monagas,51,Uverito
711,Anzoátegui,17,José Gregorio Monagas,52,Zuata
711,Anzoátegui,15,Juan Antonio Sotillo,44,Pozuelos
711,Anzoátegui,15,Juan Antonio Sotillo,43,Puerto La Cruz
711,Anzoátegui,16,Juan Manuel Cajigal,45,Onoto
711,Anzoátegui,16,Juan Manuel Cajigal,46,San Pablo
711,Anzoátegui,18,Libertad,54,El Carito
711,Anzoátegui,18,Libertad,56,La Romereña
711,Anzoátegui,18,Libertad,53,San Mateo
711,Anzoátegui,18,Libertad,55,Santa Inés
711,Anzoátegui,19,Manuel Ezequiel Bruzual,57,Clarines
711,Anzoátegui,19,Manuel Ezequiel Bruzual,58,Guanape
711,Anzoátegui,19,Manuel Ezequiel Bruzual,59,Sabana De Uchire
711,Anzoátegui,20,Pedro María Freites,60,Cantaura
711,Anzoátegui,20,Pedro María Freites,61,Libertador
711,Anzoátegui,20,Pedro María Freites,62,Santa Rosa
711,Anzoátegui,20,Pedro María Freites,63,Urica
711,Anzoátegui,21,Píritu,64,Píritu
711,Anzoátegui,21,Píritu,65,San Francisco
711,Anzoátegui,22,San José De Guanipa,66,San José De Guanipa (EL Tigrito)
711,Anzoátegui,23,San Juan De Capistrano,68,Boca De Chávez
711,Anzoátegui,23,San Juan De Capistrano,67,Boca De Uchire
711,Anzoátegui,24,Santa Ana,70,Pueblo Nuevo
711,Anzoátegui,24,Santa Ana,69,Santa Ana
711,Anzoátegui,25,Simón Bolívar,73,Bergatín
711,Anzoátegui,25,Simón Bolívar,74,Caigua
711,Anzoátegui,25,Simón Bolívar,71,El Carmen
711,Anzoátegui,25,Simón Bolívar,75,El Pilar
711,Anzoátegui,25,Simón Bolívar,76,Naricual
711,Anzoátegui,25,Simón Bolívar,72,San Cristóbal
711,Anzoátegui,26,Simón Rodríguez,77,Edmundo Barrios
711,Anzoátegui,26,Simón Rodríguez,78,Miguel Otero Silva
711,Anzoátegui,27,Sir Arthur Mc Gregor,81,Calatrava
711,Anzoátegui,27,Sir Arthur Mc Gregor,79,El Chaparro
711,Anzoátegui,27,Sir Arthur Mc Gregor,80,Tomás Alfaro
712,Apure,29,Achaguas,84,Achaguas
712,Apure,29,Achaguas,85,Apurito
712,Apure,29,Achaguas,86,El Yagual
712,Apure,29,Achaguas,87,Guachara
712,Apure,29,Achaguas,88,Mucuritas
712,Apure,29,Achaguas,89,Queseras Del Medio
712,Apure,30,Biruaca,90,Biruaca
712,Apure,31,Muñoz,91,Bruzual
712,Apure,31,Muñoz,92,Mantecal
712,Apure,31,Muñoz,93,Quintero
712,Apure,31,Muñoz,94,Rincon Hondo
712,Apure,31,Muñoz,95,San Vicente
712,Apure,32,Páez,97,Aramendi
712,Apure,32,Páez,98,El Amparo
712,Apure,32,Páez,96,Guasdualito
712,Apure,32,Páez,99,San Camilo
712,Apure,32,Páez,100,Urdaneta
712,Apure,33,Pedro Camejo,102,Codazzi
712,Apure,33,Pedro Camejo,103,Cunaviche
712,Apure,33,Pedro Camejo,101,San Juan De Payara
712,Apure,34,Rómulo Gallegos,105,Elorza
712,Apure,34,Rómulo Gallegos,104,Elorza
712,Apure,35,San Fernando,107,El Recreo
712,Apure,35,San Fernando,108,Peñalver
712,Apure,35,San Fernando,106,San Fernando
712,Apure,35,San Fernando,109,San Rafael De Atamaica
713,Aragua,36,Bolívar,110,Bolívar
713,Aragua,37,Camatagua,111,Camatagua
713,Aragua,37,Camatagua,112,Carmen De Cura
